0	0	0	3	2	2	4	7	16	6	10	15	15	19	16	23	17	23	19	25	28	13	22	16	9	14	16	8	5	8	6	4	6	7	3	0	2	1	1	2	1	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	2	13	7	8	13	7	9	14	18	16	24	20	12	20	16	13	15	15	10	7	9	20	12	8	6	8	2	6	10	9	6	3	5	6	4	6	1	5	1	0	1	2	1	2	3	0	1	0	0	1	0	0	0	0	1	0	0	0
0	0	0	0	4	2	4	3	6	12	18	11	15	10	19	23	16	22	20	19	13	13	15	18	6	10	12	9	12	6	9	8	4	9	4	6	5	3	5	4	1	3	1	2	1	5	2	0	1	1	0	3	1	0	0	0	0	0	0	1
0	0	0	0	1	2	1	3	7	4	9	13	14	13	14	16	18	22	23	26	13	24	21	16	16	16	10	11	13	10	8	10	3	7	2	6	6	3	2	3	2	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3
1	0	0	3	5	5	6	5	7	7	15	13	15	16	16	13	24	14	21	10	13	21	14	18	13	17	7	7	12	13	4	12	11	9	5	3	2	4	2	3	5	1	0	1	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	1	3	5	6	6	8	7	9	15	19	21	21	19	23	18	13	18	19	19	20	8	11	8	13	10	9	5	8	4	6	5	2	5	2	0	1	4	2	2	3	4	0	1	0	0	1	2	5	0	0	1	1	0	0
0	0	0	0	1	1	3	1	5	5	6	6	12	9	12	15	15	10	17	9	16	15	19	16	26	15	18	11	23	17	12	8	10	6	8	5	2	7	3	8	4	3	2	3	3	1	1	4	1	0	0	0	0	0	2	0	0	0	0	1
0	0	0	0	1	1	0	3	4	7	7	5	4	12	12	10	11	15	16	15	10	13	15	18	19	18	10	13	4	15	18	8	8	5	10	12	8	5	3	3	6	8	5	5	0	2	1	3	3	2	1	3	4	0	0	2	1	0	5	0
0	0	0	0	0	1	3	0	1	1	2	4	5	2	7	8	14	12	11	7	15	15	17	21	12	14	13	20	10	20	8	22	15	13	11	14	7	7	7	5	8	5	5	3	3	4	2	4	4	2	1	0	2	2	0	1	3	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	2	3	2	3	8	5	10	11	13	12	12	13	16	18	16	10	14	16	18	16	21	8	7	20	10	10	8	9	8	6	8	5	9	3	4	4	2	4	4	3	1	4	3	0
0	0	0	1	0	0	0	1	1	1	1	5	3	1	1	5	2	1	7	2	2	5	6	10	11	14	17	9	19	23	25	21	15	18	24	13	12	14	12	12	9	12	9	10	9	6	4	4	3	3	2	4	2	2	0	0	0	2	1	2
0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	3	2	4	5	5	2	3	11	10	14	8	9	6	10	18	9	9	12	21	10	10	10	13	6	10	5	8	13	8	12	8	9	9	8	13	8	4	6	11	12	4	3	2	1
